rank,tensor,expert_idx,role,layer,expert_bytes,rows,bytes,prompts,source_rows,source_bytes,jobs_hist
57,blk.5.ffn_gate_exps.weight,90,gate,5,5619712,13,73056256,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 73056256}","{""3"": 2, ""4"": 5, ""5"": 1, ""6"": 4, ""8"": 1}"
58,blk.37.ffn_gate_exps.weight,94,gate,37,5619712,13,73056256,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 73056256}","{""4"": 1, ""5"": 1, ""6"": 1, ""7"": 6, ""8"": 4}"
59,blk.32.ffn_gate_exps.weight,322,gate,32,5619712,13,73056256,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 73056256}","{""2"": 1, ""5"": 3, ""6"": 5, ""7"": 4}"
60,blk.43.ffn_gate_exps.weight,84,gate,43,5619712,13,73056256,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 73056256}","{""2"": 2, ""3"": 3, ""4"": 3, ""5"": 1, ""6"": 2, ""7"": 2}"
61,blk.7.ffn_up_exps.weight,34,up,7,5619712,13,73056256,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 73056256}","{""3"": 1, ""4"": 4, ""5"": 2, ""6"": 3, ""7"": 2, ""8"": 1}"
62,blk.9.ffn_up_exps.weight,31,up,9,5619712,13,73056256,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 73056256}","{""3"": 2, ""7"": 5, ""8"": 6}"
63,blk.30.ffn_gate_exps.weight,217,gate,30,5619712,13,73056256,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 73056256}","{""1"": 1, ""2"": 2, ""3"": 4, ""4"": 1, ""5"": 3, ""7"": 1, ""8"": 1}"
64,blk.7.ffn_up_exps.weight,156,up,7,5619712,13,73056256,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 73056256}","{""3"": 2, ""4"": 2, ""5"": 5, ""6"": 1, ""7"": 1, ""8"": 2}"
65,blk.6.ffn_up_exps.weight,358,up,6,5619712,13,73056256,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 73056256}","{""3"": 2, ""5"": 6, ""6"": 3, ""7"": 2}"
66,blk.6.ffn_gate_exps.weight,358,gate,6,5619712,13,73056256,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 73056256}","{""3"": 2, ""5"": 6, ""6"": 3, ""7"": 2}"
67,blk.32.ffn_gate_exps.weight,342,gate,32,5619712,13,73056256,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 73056256}","{""1"": 1, ""3"": 2, ""4"": 2, ""5"": 2, ""6"": 5, ""7"": 1}"
68,blk.25.ffn_up_exps.weight,364,up,25,4702208,13,61128704,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 61128704}","{""4"": 2, ""5"": 2, ""6"": 3, ""7"": 4, ""8"": 2}"
69,blk.25.ffn_gate_exps.weight,364,gate,25,4702208,13,61128704,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 61128704}","{""4"": 2, ""5"": 2, ""6"": 3, ""7"": 4, ""8"": 2}"
70,blk.38.ffn_up_exps.weight,314,up,38,4702208,13,61128704,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 61128704}","{""1"": 1, ""3"": 2, ""5"": 1, ""7"": 2, ""8"": 7}"
71,blk.1.ffn_up_exps.weight,5,up,1,4702208,13,61128704,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 61128704}","{""4"": 1, ""5"": 4, ""6"": 2, ""7"": 3, ""8"": 3}"
72,blk.1.ffn_gate_exps.weight,5,gate,1,4702208,13,61128704,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 61128704}","{""4"": 1, ""5"": 4, ""6"": 2, ""7"": 3, ""8"": 3}"
73,blk.50.ffn_up_exps.weight,221,up,50,4702208,13,61128704,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 61128704}","{""3"": 3, ""4"": 2, ""5"": 6, ""6"": 1, ""7"": 1}"
74,blk.10.ffn_up_exps.weight,253,up,10,4702208,13,61128704,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 61128704}","{""2"": 1, ""3"": 1, ""4"": 3, ""5"": 4, ""6"": 2, ""7"": 2}"
75,blk.10.ffn_gate_exps.weight,253,gate,10,4702208,13,61128704,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 61128704}","{""2"": 1, ""3"": 1, ""4"": 3, ""5"": 4, ""6"": 2, ""7"": 2}"
76,blk.23.ffn_up_exps.weight,127,up,23,4702208,13,61128704,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 61128704}","{""2"": 1, ""3"": 1, ""5"": 4, ""6"": 2, ""7"": 3, ""8"": 2}"
77,blk.23.ffn_gate_exps.weight,127,gate,23,4702208,13,61128704,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 61128704}","{""2"": 1, ""3"": 1, ""5"": 4, ""6"": 2, ""7"": 3, ""8"": 2}"
78,blk.24.ffn_up_exps.weight,121,up,24,4702208,13,61128704,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 61128704}","{""6"": 2, ""7"": 4, ""8"": 7}"
79,blk.24.ffn_gate_exps.weight,121,gate,24,4702208,13,61128704,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 61128704}","{""6"": 1, ""7"": 5, ""8"": 7}"
80,blk.24.ffn_gate_exps.weight,237,gate,24,4702208,13,61128704,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 61128704}","{""3"": 2, ""4"": 1, ""5"": 1, ""6"": 2, ""7"": 5, ""8"": 2}"
81,blk.25.ffn_up_exps.weight,34,up,25,4702208,13,61128704,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 61128704}","{""5"": 2, ""6"": 2, ""7"": 5, ""8"": 4}"
82,blk.25.ffn_up_exps.weight,145,up,25,4702208,13,61128704,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 61128704}","{""6"": 2, ""7"": 6, ""8"": 5}"
83,blk.25.ffn_gate_exps.weight,34,gate,25,4702208,13,61128704,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 61128704}","{""5"": 2, ""6"": 2, ""7"": 5, ""8"": 4}"
84,blk.25.ffn_gate_exps.weight,145,gate,25,4702208,13,61128704,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 61128704}","{""6"": 2, ""7"": 6, ""8"": 5}"
85,blk.29.ffn_up_exps.weight,303,up,29,4702208,13,61128704,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 61128704}","{""4"": 2, ""6"": 5, ""7"": 4, ""8"": 2}"
86,blk.34.ffn_up_exps.weight,288,up,34,4702208,13,61128704,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 61128704}","{""5"": 3, ""6"": 1, ""7"": 3, ""8"": 6}"
87,blk.37.ffn_up_exps.weight,94,up,37,4702208,13,61128704,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 61128704}","{""4"": 1, ""5"": 1, ""6"": 1, ""7"": 6, ""8"": 4}"
88,blk.18.ffn_up_exps.weight,94,up,18,4702208,13,61128704,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 61128704}","{""1"": 1, ""3"": 6, ""4"": 4, ""5"": 1, ""7"": 1}"
89,blk.18.ffn_gate_exps.weight,94,gate,18,4702208,13,61128704,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 61128704}","{""1"": 1, ""3"": 6, ""4"": 4, ""5"": 1, ""7"": 1}"
90,blk.32.ffn_up_exps.weight,322,up,32,4702208,13,61128704,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 61128704}","{""2"": 1, ""5"": 3, ""6"": 5, ""7"": 4}"
91,blk.43.ffn_up_exps.weight,84,up,43,4702208,13,61128704,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 61128704}","{""2"": 2, ""3"": 3, ""4"": 3, ""5"": 1, ""6"": 2, ""7"": 2}"
92,blk.7.ffn_gate_exps.weight,34,gate,7,4702208,13,61128704,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 61128704}","{""3"": 1, ""4"": 4, ""5"": 2, ""6"": 3, ""7"": 2, ""8"": 1}"
93,blk.9.ffn_gate_exps.weight,31,gate,9,4702208,13,61128704,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 61128704}","{""3"": 2, ""7"": 5, ""8"": 6}"
94,blk.20.ffn_up_exps.weight,238,up,20,4702208,13,61128704,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 61128704}","{""2"": 1, ""3"": 2, ""4"": 3, ""5"": 4, ""6"": 3}"
95,blk.20.ffn_gate_exps.weight,238,gate,20,4702208,13,61128704,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 61128704}","{""2"": 1, ""3"": 2, ""4"": 3, ""5"": 4, ""6"": 3}"
96,blk.26.ffn_up_exps.weight,294,up,26,4702208,13,61128704,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 61128704}","{""3"": 1, ""4"": 2, ""5"": 6, ""7"": 3, ""8"": 1}"
97,blk.26.ffn_gate_exps.weight,294,gate,26,4702208,13,61128704,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 61128704}","{""3"": 1, ""4"": 2, ""5"": 6, ""7"": 3, ""8"": 1}"
98,blk.30.ffn_up_exps.weight,217,up,30,4702208,13,61128704,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 61128704}","{""1"": 1, ""2"": 2, ""3"": 4, ""4"": 1, ""5"": 3, ""7"": 1, ""8"": 1}"
99,blk.1.ffn_up_exps.weight,248,up,1,4702208,13,61128704,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 61128704}","{""4"": 1, ""5"": 3, ""6"": 4, ""7"": 3, ""8"": 2}"
100,blk.1.ffn_gate_exps.weight,248,gate,1,4702208,13,61128704,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 61128704}","{""4"": 1, ""5"": 3, ""6"": 4, ""7"": 3, ""8"": 2}"
101,blk.7.ffn_gate_exps.weight,156,gate,7,4702208,13,61128704,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 61128704}","{""3"": 2, ""4"": 2, ""5"": 5, ""6"": 1, ""7"": 1, ""8"": 2}"
102,blk.16.ffn_up_exps.weight,377,up,16,4702208,13,61128704,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 61128704}","{""2"": 3, ""3"": 2, ""4"": 4, ""5"": 2, ""7"": 1, ""8"": 1}"
103,blk.16.ffn_gate_exps.weight,377,gate,16,4702208,13,61128704,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 61128704}","{""2"": 3, ""3"": 2, ""4"": 4, ""5"": 2, ""7"": 1, ""8"": 1}"
104,blk.39.ffn_up_exps.weight,314,up,39,4702208,13,61128704,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 61128704}","{""1"": 1, ""2"": 3, ""3"": 3, ""4"": 2, ""5"": 4}"
105,blk.52.ffn_up_exps.weight,251,up,52,4702208,13,61128704,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 61128704}","{""3"": 3, ""5"": 4, ""6"": 3, ""7"": 2, ""8"": 1}"
106,blk.19.ffn_up_exps.weight,362,up,19,4702208,13,61128704,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 61128704}","{""2"": 2, ""3"": 4, ""4"": 3, ""5"": 3, ""6"": 1}"
107,blk.19.ffn_gate_exps.weight,362,gate,19,4702208,13,61128704,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 61128704}","{""2"": 2, ""3"": 4, ""4"": 3, ""5"": 3, ""6"": 1}"
108,blk.32.ffn_up_exps.weight,342,up,32,4702208,13,61128704,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 61128704}","{""1"": 1, ""3"": 2, ""4"": 2, ""5"": 2, ""6"": 5, ""7"": 1}"
109,blk.7.ffn_gate_exps.weight,274,gate,7,4702208,13,61128704,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 61128704}","{""3"": 1, ""4"": 2, ""5"": 2, ""6"": 2, ""7"": 3, ""8"": 3}"
110,blk.26.ffn_up_exps.weight,247,up,26,4702208,13,61128704,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 61128704}","{""3"": 1, ""4"": 1, ""5"": 1, ""6"": 6, ""7"": 2, ""8"": 2}"
111,blk.26.ffn_gate_exps.weight,247,gate,26,4702208,13,61128704,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 61128704}","{""3"": 1, ""4"": 1, ""5"": 1, ""6"": 6, ""7"": 2, ""8"": 2}"
112,blk.37.ffn_up_exps.weight,243,up,37,4702208,13,61128704,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 61128704}","{""2"": 1, ""3"": 2, ""6"": 1, ""7"": 5, ""8"": 4}"
113,blk.25.ffn_up_exps.weight,177,up,25,4702208,13,61128704,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 61128704}","{""3"": 1, ""4"": 1, ""5"": 5, ""6"": 4, ""7"": 2}"
114,blk.25.ffn_gate_exps.weight,177,gate,25,4702208,13,61128704,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 61128704}","{""3"": 1, ""4"": 1, ""5"": 5, ""6"": 4, ""7"": 2}"
115,blk.35.ffn_gate_exps.weight,64,gate,35,5619712,12,67436544,"dev_france_regression,dev_intelligence_general","{""0"": 12}","{""0"": 67436544}","{""4"": 1, ""5"": 2, ""6"": 1, ""7"": 4, ""8"": 4}"
116,blk.43.ffn_gate_exps.weight,239,gate,43,5619712,12,67436544,"dev_france_regression,dev_intelligence_general","{""0"": 12}","{""0"": 67436544}","{""2"": 1, ""3"": 1, ""4"": 3, ""6"": 2, ""8"": 5}"
117,blk.35.ffn_gate_exps.weight,349,gate,35,5619712,12,67436544,"dev_france_regression,dev_intelligence_general","{""0"": 12}","{""0"": 67436544}","{""1"": 1, ""2"": 2, ""3"": 3, ""4"": 2, ""5"": 2, ""6"": 2}"
118,blk.29.ffn_gate_exps.weight,236,gate,29,5619712,12,67436544,"dev_france_regression,dev_intelligence_general","{""0"": 12}","{""0"": 67436544}","{""6"": 4, ""7"": 4, ""8"": 4}"
119,blk.29.ffn_gate_exps.weight,270,gate,29,5619712,12,67436544,"dev_france_regression,dev_intelligence_general","{""0"": 12}","{""0"": 67436544}","{""3"": 2, ""4"": 2, ""5"": 4, ""6"": 2, ""7"": 2}"
